sgRNAID	sgRNA_position_in_gene	GCcontent
NCgl0046_417	0.480968858131	56.5217391304
NCgl0046_507	0.584775086505	65.2173913043
NCgl0046_576	0.664359861592	60.8695652174
NCgl0046_679	0.783160322953	56.5217391304
NCgl0046_767	0.884659746251	56.5217391304
NCgl0047_64	0.088520055325	43.4782608696
NCgl0047_104	0.143845089903	47.8260869565
NCgl0047_162	0.224066390041	56.5217391304
NCgl0047_208	0.287690179806	56.5217391304
NCgl0047_308	0.426002766252	47.8260869565
NCgl0047_383	0.529737206086	60.8695652174
NCgl0047_468	0.647302904564	52.1739130435
NCgl0047_516	0.713692946058	56.5217391304
NCgl0047_587	0.811894882434	60.8695652174
NCgl0047_662	0.915629322268	60.8695652174
NCgl0040_5	0.00257599175683	52.1739130435
NCgl0040_50	0.0257599175683	65.2173913043
NCgl0040_77	0.0396702730551	65.2173913043
NCgl0040_256	0.13189077795	52.1739130435
NCgl0040_530	0.273055126224	69.5652173913
NCgl0040_782	0.402885110768	69.5652173913
NCgl0040_1061	0.546625450799	52.1739130435
NCgl0040_1292	0.665636269964	52.1739130435
NCgl0040_1644	0.846986089645	52.1739130435
NCgl0040_1856	0.956208140134	65.2173913043
NCgl0041_36	0.0255319148936	52.1739130435
NCgl0041_369	0.26170212766	52.1739130435
NCgl0041_451	0.319858156028	60.8695652174
NCgl0041_605	0.429078014184	43.4782608696
NCgl0041_724	0.513475177305	60.8695652174
NCgl0041_868	0.615602836879	73.9130434783
NCgl0041_974	0.690780141844	65.2173913043
NCgl0041_1105	0.783687943262	39.1304347826
NCgl0041_1196	0.848226950355	47.8260869565
NCgl0041_1300	0.921985815603	56.5217391304
NCgl0042_6	0.00421052631579	56.5217391304
NCgl0042_26	0.0182456140351	52.1739130435
NCgl0042_27	0.0189473684211	47.8260869565
NCgl0042_42	0.0294736842105	52.1739130435
NCgl0042_71	0.0498245614035	52.1739130435
NCgl0042_194	0.136140350877	56.5217391304
NCgl0042_538	0.377543859649	60.8695652174
NCgl0042_812	0.569824561404	56.5217391304
NCgl0042_1089	0.764210526316	69.5652173913
NCgl0042_1392	0.976842105263	69.5652173913
NCgl0043_59	0.0444947209653	52.1739130435
NCgl0043_101	0.0761689291101	56.5217391304
NCgl0043_278	0.209653092006	60.8695652174
NCgl0043_465	0.350678733032	56.5217391304
NCgl0043_609	0.4592760181	69.5652173913
NCgl0043_732	0.552036199095	69.5652173913
NCgl0043_872	0.657616892911	65.2173913043
NCgl0043_960	0.723981900452	60.8695652174
NCgl0043_1080	0.814479638009	60.8695652174
NCgl0043_1211	0.913273001508	60.8695652174
NCgl0026_47	0.0491118077325	43.4782608696
NCgl0026_82	0.085684430512	69.5652173913
NCgl0026_168	0.175548589342	47.8260869565
NCgl0026_272	0.284221525601	60.8695652174
NCgl0026_360	0.376175548589	60.8695652174
NCgl0026_464	0.484848484848	52.1739130435
NCgl0026_605	0.632183908046	56.5217391304
NCgl0026_732	0.764890282132	56.5217391304
NCgl0026_824	0.861024033438	52.1739130435
NCgl0026_902	0.942528735632	39.1304347826
NCgl0001_6	0.00380952380952	47.8260869565
NCgl0001_39	0.0247619047619	47.8260869565
NCgl0001_50	0.031746031746	52.1739130435
NCgl0001_69	0.0438095238095	60.8695652174
NCgl0001_306	0.194285714286	47.8260869565
NCgl0001_531	0.337142857143	56.5217391304
NCgl0001_736	0.467301587302	56.5217391304
NCgl0001_956	0.606984126984	73.9130434783
NCgl0001_1190	0.755555555556	34.7826086957
NCgl0001_1427	0.906031746032	56.5217391304
NCgl0024_27	0.0159574468085	47.8260869565
NCgl0024_65	0.0384160756501	47.8260869565
NCgl0024_184	0.108747044917	47.8260869565
NCgl0024_371	0.21926713948	47.8260869565
NCgl0024_588	0.347517730496	47.8260869565
NCgl0024_827	0.488770685579	43.4782608696
NCgl0024_1041	0.61524822695	52.1739130435
NCgl0024_1201	0.709810874704	39.1304347826
NCgl0024_1455	0.859929078014	34.7826086957
NCgl0024_1665	0.984042553191	60.8695652174
NCgl0003_9	0.00759493670886	39.1304347826
NCgl0003_33	0.0278481012658	56.5217391304
NCgl0003_38	0.0320675105485	52.1739130435
NCgl0003_164	0.138396624473	65.2173913043
NCgl0003_314	0.264978902954	69.5652173913
NCgl0003_503	0.42447257384	60.8695652174
NCgl0003_676	0.570464135021	73.9130434783
NCgl0003_837	0.706329113924	47.8260869565
NCgl0003_1010	0.852320675105	65.2173913043
NCgl0003_1145	0.966244725738	69.5652173913
NCgl0004_41	0.0763500931099	56.5217391304
NCgl0004_75	0.139664804469	34.7826086957
NCgl0004_106	0.19739292365	73.9130434783
NCgl0004_144	0.268156424581	73.9130434783
NCgl0004_168	0.312849162011	60.8695652174
NCgl0004_254	0.472998137803	69.5652173913
NCgl0004_272	0.506517690875	56.5217391304
NCgl0004_374	0.696461824953	56.5217391304
NCgl0004_433	0.806331471136	39.1304347826
NCgl0004_475	0.884543761639	69.5652173913
NCgl0023_14	0.0319634703196	56.5217391304
NCgl0023_26	0.0593607305936	60.8695652174
NCgl0023_74	0.168949771689	52.1739130435
NCgl0023_128	0.292237442922	56.5217391304
NCgl0023_176	0.401826484018	56.5217391304
NCgl0023_213	0.486301369863	47.8260869565
NCgl0023_248	0.566210045662	60.8695652174
NCgl0023_293	0.668949771689	43.4782608696
NCgl0023_339	0.77397260274	65.2173913043
NCgl0023_380	0.867579908676	56.5217391304
NCgl0006_130	0.134158926729	52.1739130435
NCgl0006_241	0.24871001032	56.5217391304
NCgl0006_348	0.359133126935	47.8260869565
NCgl0006_425	0.438596491228	47.8260869565
NCgl0006_484	0.499484004128	43.4782608696
NCgl0006_547	0.564499484004	47.8260869565
NCgl0006_635	0.655314757482	43.4782608696
NCgl0006_740	0.763673890609	56.5217391304
NCgl0006_825	0.851393188854	60.8695652174
NCgl0006_928	0.957688338493	39.1304347826
NCgl0007_47	0.0775577557756	65.2173913043
NCgl0007_107	0.176567656766	65.2173913043
NCgl0007_165	0.272277227723	47.8260869565
NCgl0007_210	0.346534653465	52.1739130435
NCgl0007_266	0.438943894389	56.5217391304
NCgl0007_323	0.53300330033	43.4782608696
NCgl0007_361	0.595709570957	52.1739130435
NCgl0007_418	0.689768976898	52.1739130435
NCgl0007_488	0.805280528053	56.5217391304
NCgl0007_567	0.935643564356	60.8695652174
NCgl0008_32	0.0720720720721	56.5217391304
NCgl0008_95	0.213963963964	69.5652173913
NCgl0008_164	0.369369369369	69.5652173913
NCgl0008_187	0.421171171171	60.8695652174
NCgl0008_203	0.457207207207	65.2173913043
NCgl0008_261	0.587837837838	65.2173913043
NCgl0008_284	0.63963963964	65.2173913043
NCgl0008_340	0.765765765766	52.1739130435
NCgl0008_383	0.862612612613	43.4782608696
NCgl0008_417	0.939189189189	47.8260869565
NCgl0009_27	0.0251396648045	69.5652173913
NCgl0009_28	0.0260707635009	65.2173913043
NCgl0009_29	0.0270018621974	65.2173913043
NCgl0009_46	0.0428305400372	78.2608695652
NCgl0009_47	0.0437616387337	73.9130434783
NCgl0009_48	0.0446927374302	69.5652173913
NCgl0009_55	0.0512104283054	60.8695652174
NCgl0009_370	0.344506517691	47.8260869565
NCgl0009_687	0.639664804469	78.2608695652
NCgl0009_1001	0.932029795158	69.5652173913
NCgl0055_28	0.108527131783	60.8695652174
NCgl0055_54	0.209302325581	52.1739130435
NCgl0055_68	0.263565891473	47.8260869565
NCgl0055_78	0.302325581395	52.1739130435
NCgl0055_110	0.426356589147	60.8695652174
NCgl0055_119	0.461240310078	52.1739130435
NCgl0055_128	0.496124031008	60.8695652174
NCgl0055_173	0.670542635659	56.5217391304
NCgl0055_197	0.763565891473	60.8695652174
NCgl0055_202	0.782945736434	47.8260869565
NCgl0028_18	0.0272727272727	52.1739130435
NCgl0028_83	0.125757575758	47.8260869565
NCgl0028_128	0.193939393939	52.1739130435
NCgl0028_186	0.281818181818	56.5217391304
NCgl0028_231	0.35	43.4782608696
NCgl0028_284	0.430303030303	47.8260869565
NCgl0028_339	0.513636363636	65.2173913043
NCgl0028_414	0.627272727273	56.5217391304
NCgl0028_473	0.716666666667	78.2608695652
NCgl0028_539	0.816666666667	43.4782608696
NCgl0029_20	0.020325203252	69.5652173913
NCgl0029_124	0.126016260163	60.8695652174
NCgl0029_231	0.234756097561	47.8260869565
NCgl0029_317	0.322154471545	43.4782608696
NCgl0029_452	0.459349593496	69.5652173913
NCgl0029_536	0.544715447154	65.2173913043
NCgl0029_620	0.630081300813	60.8695652174
NCgl0029_755	0.767276422764	47.8260869565
NCgl0029_848	0.861788617886	65.2173913043
NCgl0029_962	0.977642276423	65.2173913043
